bibkey,type,title,authors,doi,gs_citations,journal
Gall13,inproceedings,Normalization of {CT} scans reconstructed with different kernels to reduce variability in emphysema measurements,L. Gallardo-Estrella and B. van Ginneken and E. M. van Rikxoort,10.1117/12.2007962,4,
Gall14,conference,"Relationship between Lung Function Parameters and {CT} Measurements of Emphysema, Airways, and Tracheal Collapse in Subjects with Mild {COPD","Gallardo-Estrella, L. and Pompe, E. and Mohamed Hoesein, F. A. and De Jong, P. and van Ginneken, B. and van Rikxoort, E. M. and de Koning, H. and Oudkerk, M. and Lammers, J.",,,
Gall16,article,Normalizing computed tomography data reconstructed with different filter kernels: effect on emphysema quantification,"Gallardo-Estrella, L. and Lynch, D. A. and Prokop, M. and Stinson, D. and Zach, J. and Judy, P. F. and van Ginneken, B. and van Rikxoort, E. M.",10.1007/s00330-015-3824-y,32,ER
Gall17,article,Computed tomography quantification of tracheal abnormalities in {COPD} and their influence on airflow limitation,"Gallardo Estrella, Leticia and Pompe, Esther and Kuhnigk, Jan-Martin and Lynch, David A and Bhatt, Surya P and van Ginneken, Bram and van Rikxoort, Eva Marjolein",10.1002/mp.12274,2,MP
Gall17a,article,Normalized emphysema scores on low dose CT: Validation as an imaging biomarker for mortality,"Gallardo-Estrella, Leticia and Pompe, Esther and de Jong, Pim A and Jacobs, Colin and van Rikxoort, Eva M and Prokop, Mathias and S\'{a}nchez, Clara I and van Ginneken, Bram",10.1371/journal.pone.0188902,7,PLOSONE
Galp11,conference,Automatic Fissural Integrity Quantification from Chest {CT} Predicts Lobar Atelectasis in Endobronchial Treatment,M. Galperin-Aizenberg and E. M. van Rikxoort and M. S. Brown and H.J. Kim and F. Abtin and J. G. Goldin,,,
Garc06,inproceedings,Detection of hard exudates based on neural networks as a diagnostic aid in the screening for diabetic retinopathy,M. Garc\'{i}a and C. I. S\'{a}nchez and A. D\'{i}ez and M. I. L\'{o}pez and R. Hornero,,5,
Garc07,inproceedings,Feature extraction and selection for the automatic detection of hard exudates in retinal images,M. Garc\'{i}a and R. Hornero and C. I. S\'{a}nchez and M. I. L\'{o}pez and A. D\'{i}ez,10.1109/IEMBS.2007.4353456,59,
Garc08a,inproceedings,Automatic detection of red lesions in retinal images using a multilayer perceptron neural network,M. Garc\'{i}a and C. I. S\'{a}nchez and M. I. L\'{o}pez and A. D\'{i}ez and R. Hornero,10.1109/IEMBS.2008.4650441,48,
Garc09,article,Detection of hard exudates in retinal images using a radial basis function classifier,M. Garc\'{i}a and C. I. S\'{a}nchez and J. Poza and M. I. L\'{o}pez and R. Hornero,10.1007/s10439-009-9707-0,67,AOBE
Garc09a,article,Neural network based detection of hard exudates in retinal images,M. Garc\'{i}a and C. I. S\'{a}nchez and M. I. L\'{o}pez and D. Ab\'{a}solo and R. Hornero,10.1016/j.cmpb.2008.07.006,193,CMPB
Garc15,inproceedings,Comparing regional breast density using {F}ull-{F}ield {D}igital {M}ammograms and {M}agnetic {R}esonance {I}maging: A preliminary study,"Garcia, E. and Oliver, A. and Diez, Y. and Diaz O. and Georgii, J. and Gubern-M\'{e}rida, A. and Mart\'{i}, J. and Mart\'{i}, R.",,,
Garc16,inproceedings,Comparison of Four Breast Tissue Segmentation Algorithms for Multi-modal MRI to X-ray Mammography Registration,"Garc\'{i}a, E. and Oliver, A. and Diez, Y. and Diaz, O. and Gubern-M\'{e}rida, A. and Llad\'{o}, X. and Mart\'{i}, J.",10.1007/978-3-319-41546-8_62,,
Gatt09,inproceedings,Toward robust myocardial blush grade estimation in contrast angiography,"Gatta, Carlo and Valencia, Juan Diego Gomez and Ciompi, Francesco and Leor, Oriol Rodriguez and Radeva, Petia",,2,
Gatt10,inproceedings,Real-time gating of IVUS sequences based on motion blur analysis: method and quantitative validation,"Gatta, Carlo and Balocco, Simone and Ciompi, Francesco and Hemetsberger, Rayyan and Leor, Oriol Rodriguez and Radeva, Petia",10.1007/978-3-642-15745-5_8,27,
Gatt14,article,Stacked sequential scale-space {T}aylor context,"Gatta, Carlo and Ciompi, Francesco",10.1109/TPAMI.2013.2297706,11,TPAMI
Gees19,article,Computer aided quantification of intratumoral stroma yields an independent prognosticator in rectal cancer,"Geessink, Oscar and Baidoshvili, Alexi and Klaase, Joost and Ehteshami Bejnordi, Babak and Litjens, Geert and van Pelt, Gabi and Mesker, Wilma and Nagtegaal, Iris and Ciompi, Francesco and van der Laak, Jeroen",10.1007/s13402-019-00429-z,8,CELLO
Geij18,inproceedings,Automatic color unmixing of {IHC} stained whole slide images,"Geijs, D.J. and Intezar, M. and van der Laak, J.A.W.M. and Litjens, G.J.S.",10.1117/12.2293734,3,
Geij19,mastersthesis,Tumor segmentation in fluorescent TNBC immunohistochemical multiplex images using deep learning,Daan Geijs,,,Master thesis
Geij21,inproceedings,End-to-end classification on basal-cell carcinoma histopathology whole-slides images,"Geijs, DJ and Pinckaers, H and Amir, AL and Litjens, GJS",10.1117/12.2581042,,
Geld18,article,Autoencoders for Multi-Label Prostate MR Segmentation,Ard de Gelder and Henkjan Huisman,,3,arXiv:1806.08216
Geor16,inproceedings,Simulation and Visualization to Support Breast Surgery Planning,"Georgii, J. and Paetz, T. and Harz, M. and Stoecker, C. and Rothgang, M. and Colletta, J. and Schilling, K. and Schlooz-Vries, M. and Mann, R.M. and Hahn, H. K.",10.1007/978-3-319-41546-8_33,,
Gern18,article,Automatic quantification of calcifications in the coronary arteries and thoracic aorta on radiotherapy planning {CT} scans of {Western} and {Asian} breast cancer patients,"Gernaat, Sofie A. M. and van Velzen, Sanne G. M. and Koh, Vicky and Emaus, Marleen J. and I{\v{s}}gum, Ivana and Lessmann, Nikolas and Moes, Shinta and Jacobson, Anouk and Tan, Poey W. and Grobbee, Diederick E. and van den Bongard, Desiree H. J. and Tang, Johann I. and Verkooijen, Helena M.",10.1016/j.radonc.2018.04.011,,RTO
Ghaf13,inproceedings,Automatic Abstraction in Reinforcement Learning Using Ant System Algorithm,Mohsen Ghafoorian and Nasrin Taghizadeh and Hamid Beigy,,,
Ghaf15,inproceedings,Small White Matter Lesion Detection in Cerebral Small Vessel Disease,Mohsen Ghafoorian and Nico Karssemeijer and Frank Erik de Leeuw and Tom Heskes and Elena Marchiori and Bram Platel,10.1117/12.2081597,12,
Ghaf16,inproceedings,Non-uniform patch sampling with deep convolutional neural networks for white matter hyperintensity segmentation,Mohsen Ghafoorian and Nico Karssemeijer and Tom Heskes and Inge W M van Uden and Frank-Erik de Leeuw and Elena Marchiori and Bram van Ginneken and Bram Platel,10.1109/ISBI.2016.7493532,47,
Ghaf16a,article,Automated Detection of White Matter Hyperintensities of All Sizes in Cerebral Small Vessel Disease,Mohsen Ghafoorian and Nico Karssemeijer and Inge W M van Uden and Frank-Erik de Leeuw and Tom Heskes and Elena Marchiori and Bram Platel,10.1118/1.4966029,33,MP
Ghaf17a,article,Deep multi-scale location-aware 3D convolutional neural networks for automated detection of lacunes of presumed vascular origin,"Ghafoorian, Mohsen and Karssemeijer, Nico and Heskes, Tom and Bergkamp, Mayra and Wissink, Joost and Obels, Jiri and Keizer, Karlijn and de Leeuw, Frank-Erik and Ginneken, Bram van and Marchiori, Elena and Platel, Bram",10.1016/j.nicl.2017.01.033,85,NEUICL
Ghaf17b,inproceedings,Transfer Learning for Domain Adaptation in {MRI}: Application in Brain Lesion Segmentation,Mohsen Ghafoorian and Alireza Mehrtash and Tina Kapur and Nico Karssemeijer and Elena Marchiori and Mehran Pesteie and Charles R. G. Guttmann and Frank-Erik de Leeuw and Clare M. Tempany and Bram van Ginneken and Andriy Fedorov and Purang Abolmaesumi and Bram Platel and William M. Wells,10.1007/978-3-319-66179-7_59,124,
Ghaf17c,article,Location Sensitive Deep Convolutional Neural Networks for Segmentation of White Matter Hyperintensities,Mohsen Ghafoorian and Nico Karssemeijer and Tom Heskes and Inge van Uden and Clara I. S\'{a}nchez and Geert Litjens and Frank-Erik de Leeuw and Bram van Ginneken and Elena Marchiori and Bram Platel,10.1038/s41598-017-05300-5,117,NATSCIREP
Ghaf18,inproceedings,Student Beats the Teacher: Deep Neural Networks for Lateral Ventricles Segmentation in Brain MR,Mohsen Ghafoorian and Jonas Teuwen and Rashindra Manniesing and Frank-Erik de Leeuw and Bram van Ginneken and Nico Karssemeijer and Bram Platel,10.1117/12.2293569,14,
Ghaf18a,phdthesis,Machine Learning for Quantification of Small Vessel Disease Imaging Biomarkers,Mohsen Ghafoorian,,,PhD thesis
Gibs17,article,"Designing image segmentation studies: statistical power, sample size and reference standard quality",Eli Gibson and Yipeng Hu and Henkjan Huisman and Dean Barratt,10.1016/j.media.2017.07.004,7,MIA
Gibs18,inproceedings,Inter-site variability in prostate segmentation accuracy using deep learning,Eli Gibson and Yipeng and Hu Nooshin Ghavami and Hashim U. Ahmed and Caroline Moore and Mark Emberton and Henkjan Huisman and Dean Barratt,10.1007/978-3-030-00937-3_58,15,
Giet07a,article,Monitoring of smoking-induced emphysema with {CT} in a lung cancer screening setting: detection of real increase in extent of emphysema,H. A. Gietema and A. M. Schilham and B. van Ginneken and R. J. van Klaveren and J. W. J. Lammers and M. Prokop,10.1148/radiol.2443061330,67,Radiology
Giet07c,conference,Distribution of emphysema in heavy smokers: {I}mpact on extent of airflow limitation and gas exchange impairment,H. Gietema and P. Zanen and A. M. R. Schilham and B. van Ginneken and R. van Klaveren and M. Prokop,,,
Giet07d,phdthesis,Low {D}ose {C}omputed {T}omography of the {C}hest: {A}pplications and {L}imitations,H. A. Gietema,,,PhD thesis
Giet10,article,Distribution of emphysema in heavy smokers: impact on pulmonary function,H. A. Gietema and P. Zanen and A. Schilham and B. van Ginneken and R. J. van Klaveren and M. Prokop and J. W.J. Lammers,10.1016/j.rmed.2009.08.004,27,RESPM
Giet10a,article,Reply to {H}ochheggar et al,H. A. Gietema and P. Zanen and A. M. R. Schilham and B. van Ginneken and R. J. van Klaveren and M. Prokop and J. W. J. Lammers,10.1016/j.rmed.2010.02.027,,RESPM
Gige01,article,Computer-aided diagnosis in medical imaging,M. L. Giger and N. Karssemeijer and S. G. Armato,,154,TMI
Gige13,article,"Breast Image Analysis for Risk Assessment, Detection, Diagnosis, and Treatment of Cancer","Giger, Maryellen L. and Karssemeijer, Nico and Schnabel, Julia A.",10.1146/annurev-bioeng-071812-152416,149,ARBE
Gils99,article,Changes in mammographic breast density and concomitant changes in breast cancer risk,C. H. van Gils and J. H. Hendriks and R. Holland and N. Karssemeijer and J. D. Otten and H. Straatman and A. L. Verbeek,,105,EJCP
Ginn00,inproceedings,Automatic delineation of ribs in frontal chest radiographs,B. van Ginneken and B. M. ter Haar Romeny,10.1117/12.387746,43,
Ginn00a,article,Automatic segmentation of lung fields in chest radiographs,B. van Ginneken and B. M. ter Haar Romeny,10.1118/1.1312192,138,MP
Ginn00b,article,Applications of locally orderless images,B. van Ginneken and B. M. ter Haar Romeny,10.1006/jvci.1999.0445,17,JVCIR
Ginn01,inproceedings,Towards a clinical chest workstation,B. van Ginneken,,,
Ginn01a,phdthesis,Computer-aided diagnosis in chest radiography,B. van Ginneken,,51,PhD thesis
Ginn01b,inproceedings,A non-linear gray-level appearance model improves active shape model segmentation,B. van Ginneken and A. F. Frangi and J. J. Staal and B. M. ter Haar Romeny and M. A. Viergever,10.1109/MMBIA.2001.991735,52,
Ginn01c,article,Computer-aided diagnosis in chest radiography: a survey,"van Ginneken, B. and ter Haar Romeny, B. M. and Viergever, M. A.",10.1109/42.974918,597,TMI
Ginn02,article,Active shape model segmentation with optimal features,B. van Ginneken and A. F. Frangi and J. J. Staal and B. M. ter Haar Romeny and M. A. Viergever,10.1109/TMI.2002.803121,652,TMI
Ginn02a,article,Automatic detection of abnormalities in chest radiographs using local texture analysis,"van Ginneken, B. and Katsuragawa, S. and ter Haar Romeny, B. M. and Doi, K. and Viergever, M. A.",10.1109/42.993132,255,TMI
Ginn02b,inproceedings,Automatic segmentation and texture analysis of {PA} chest radiographs to detect abnormalities related to interstitial disease and tuberculosis,B. van Ginneken and B. M. ter Haar Romeny and M. A. Viergever,10.1007/978-3-642-56168-9_114,3,
Ginn03,article,Computerized detection of interstitial disease in chest radiographs,B. van Ginneken,10.11409/mit.21.15,,MIT
Ginn03a,inproceedings,Interactive {S}hape {M}odels,B. van Ginneken and M. de Bruijne and M. Loog and M. A. Viergever,10.1117/12.480165,34,
Ginn03b,article,Multi-scale texture classification from generalized locally orderless images,B. van Ginneken and B. M. ter Haar Romeny,10.1016/S0031-3203(02)00118-8,33,PR
Ginn04,inproceedings,Pixel {P}osition {R}egression - {A}pplication to medical image segmentation,B. van Ginneken and M. Loog,10.1109/ICPR.2004.1334629,11,
Ginn05,conference,Automatic correction for the influence of inspiration on pulmonary emphysema quantification from multidetector {CT} scans,B. van Ginneken and A. M. R. Schilham and H. Gietema and M. Prokop,,,
Ginn05a,conference,"Automatic detection of the presence of hyperlucencies, fibrosis, ground-glass, consolidations, and focal abnormalities in high resolution {CT (HRCT)} lung data",B. van Ginneken and I. C. Sluimer and M. Prokop and I. Hartmann,,,
Ginn06,inproceedings,Supervised probabilistic segmentation of pulmonary nodules in {CT} scans,B. van Ginneken,10.1007/11866763_112,42,
Ginn06a,inproceedings,Image {D}enoising with k-nearest {N}eighbor and {S}upport {V}ector {R}egression,"van Ginneken, B. and Mendrik, A.",10.1109/ICPR.2006.685,15,
Ginn06b,article,Segmentation of anatomical structures in chest radiographs using supervised methods: a comparative study on a public database,B. van Ginneken and M. B. Stegmann and M. Loog,10.1016/j.media.2005.02.002,410,MIA
Ginn06c,conference,Computer-aided diagnosis for distinguishing benign perifissural opacities from other pulmonary nodules in computed tomography chest scans,B. van Ginneken and M. A. J. Klik and E. M. van Rikxoort and H. Gietema and J. Peters and M. Prokop,,,
Ginn07,inproceedings,3D} {S}egmentation in the {C}linic: {A} {G}rand {C}hallenge,B. van Ginneken and T. Heimann and M. Styner,,,
Ginn07a,book,3D} Segmentation in the Clinic: A Grand Challenge,T. Heimann and M. Styner and B. van Ginneken,,190,
Ginn08,inproceedings,Robust segmentation and anatomical labeling of the airway tree from thoracic {CT} scans,B. van Ginneken and W. Baggerman and E. M. van Rikxoort,10.1007/978-3-540-85988-8_27,95,
Ginn08a,article,Computer-{A}ided {D}iagnosis in {T}horacic {C}omputed {T}omography,B. van Ginneken,10.1111/j.1617-0830.2009.00129.x,14,IDMRI
Ginn08b,inproceedings,Automated detection of nodules attached to the pleural and mediastinal surface in low-dose {CT} scans,B. van Ginneken and A. Tan and K. Murphy and B. J. de Hoop and M. Prokop,10.1117/12.772298,,
Ginn08c,conference,Automatic {E}stimation of {T}hree-{D}imensional {L}ung {V}olume from {P}osterior-{A}nterior and {L}ateral {C}hest {R}adiographs,B. van Ginneken and B. de Hoop and M. Prokop,,,
Ginn08d,conference,Relating {A}irway {M}orphology in {H}eavy {S}mokers to {P}ulmonary {F}unction {I}mpairment,B. van Ginneken and B. de Hoop and E. M. van Rikxoort and K. Murphy and M. Prokop,,,
Ginn08e,conference,Automatic {E}xtraction and {A}natomical {L}abeling of the {A}irway {T}ree from {I}nspiration and {E}xpiration {T}horacic {CT} {S}cans,B. van Ginneken and E. M. van Rikxoort and W. Baggerman and B. de Hoop and M. Prokop,,,
Ginn09a,article,Computer-aided diagnosis in chest radiography: beyond nodules,B. van Ginneken and L. Hogeweg and M. Prokop,10.1016/j.ejrad.2009.05.061,85,EJR
Ginn09b,conference,Quantification of {E}mphysema and {S}mall {A}irway {D}isease in {COPD} {P}atients from {L}obar {A}nalysis of {V}olumetric {I}nspiration and {E}xpiration {T}horacic {CT} {S}cans,B. van Ginneken and K. Murphy and E. M. van Rikxoort and I. I{\v{s}}gum and B. de Hoop and M. Prokop and P. A. de Jong and H. Gietema,,3,
Ginn10,inproceedings,Computer-aided diagnosis in chest imaging: how to improve performance and avoid reinventing the wheel,B. van Ginneken,10.1109/ISBI.2010.5490361,2,
Ginn10a,article,Comparing and combining algorithms for computer-aided detection of pulmonary nodules in computed tomography scans: the {ANODE09} study,B. van Ginneken and S. G. Armato and B. de Hoop and S. van de Vorst and T. Duindam and M. Niemeijer and K. Murphy and A. M. R. Schilham and A. Retico and M. E. Fantacci and N. Camarlinghi and F. Bagagli and I. Gori and T. Hara and H. Fujita and G. Gargano and R. Belloti and F. De Carlo and R. Megna and S. Tangaro and L. Bolanos and P. Cerello and S. C. Cheran and E. Lopez Torres and M. Prokop,10.1016/j.media.2010.05.005,229,MIA
