bibkey,type,title,authors,ss_id,all_ss_ids,comment
Fuch03,article,Impact of ambient light and window settings on the detectability of catheters on soft-copy display of chest radiographs at bedside,"Michael H Fuchsj\""ager and Cornelia M {Schaefer-Prokop} and Edith Eisenhuber and Peter Homolka and Michael Weber and Martin A Funovics and Mathias Prokop",,,
Fuet05,article,Staging prostate cancer with dynamic contrast-enhanced endorectal {MR} imaging prior to radical prostatectomy: experienced versus less experienced readers,"F\""utterer, Jurgen J. and Engelbrecht, Marc R. and Huisman, Henkjan J. and Jager, Gerrit J. and Hulsbergen-van de Kaa, Christina A. and Witjes, J Alfred and Barentsz, Jelle O.",,,
Fuet06,article,Prostate cancer localization with dynamic contrast-enhanced {MR} imaging and proton {MR} spectroscopic imaging,"J. J. F\""utterer and S. W. T. P. J. Heijmink and T. W. J. Scheenen and J. Veltman and H. J. Huisman and P. Vos and C. A. {Hulsbergen-van de Kaa} and J. A. Witjes and P. F. M. Krabbe and A. Heerschap and J. O. Barentsz",ee32a128265b62aff8581e2a28bc9a7c8496cf0d,,"title matching: single bibkey, single ss_id"
Fuet07,article,Standardized threshold approach using three-dimensional proton magnetic resonance spectroscopic imaging in prostate cancer localization of the entire prostate,"J. J. F\""utterer and T. W. J. Scheenen and S. W. T. P. J. Heijmink and H. J. Huisman and C. A. Hulsbergen-Van de Kaa and J. A. Witjes and A. Heerschap and J. O. Barentsz",6ee67f5869179ec04d752869d0fb9f7f41131fd8,,"title matching: single bibkey, single ss_id"
Fuett04,article,Initial experience of 3 tesla endorectal coil magnetic resonance imaging and 1H-spectroscopic imaging of the prostate,"F\""utterer, Jurgen J. and Scheenen, Tom W J. and Huisman, Henkjan J. and Klomp, Dennis W J. and van Dorsten, Ferdi A. and Hulsbergen-van de Kaa, Christina A. and Witjes, J Alfred and Heerschap, Arend and Barentsz, Jelle O.",796c7d3bc7978fba27b164353a948395f88289f3,,"title matching: single bibkey, single ss_id"
Gal21,article,Identification of Risk of Cardiovascular Disease by Automatic Quantification of Coronary Artery Calcifications on Radiotherapy Planning CT Scans in Patients With Breast Cancer,"Gal, Roxanne and van Velzen, Sanne G. M. and Hooning, Maartje J. and Emaus, Marleen J. and van der Leij, Femke and Gregorowitsch, Madelijn L. and Blezer, Erwin L. A. and Gernaat, Sofie A. M. and Lessmann, Nikolas and Sattler, Margriet G. A. and Leiner, Tim and de Jong, Pim A. and Teske, Arco J. and Verloop, Janneke and Penninkhof, Joan J. and Vaartjes, Ilonca and Meijer, Hanneke and van Tol-Geerdink, Julia J. and Pignol, Jean-Philippe and van den Bongard, Desiree H. J. G. and Isgum, Ivana and Verkooijen, Helena M.",3b4df694a48f1f01b83215e8be048e1f83ef9bb9,,"title matching: single bibkey, single ss_id"
Gala92,article,The visibility of a central venous catheter using digital luminescence radiography in intensive care radiology,"Galanski, M. and Prokop, M. and Thorns, E. and Oestmann, J. W. and Reichelt, S. and Haubitz, B. and Milbradt, H. and Gr\""aser, A. and Verner, L. and Schaefer, C.",,,
Gala92a,article,Chemoembolization of hepatocellular carcinoma in cases of isolated liver involvement,"Galanski, M. and Schmoll, E. and Reichelt, S. and B\""ohmer, G. and Prokop, M. and Schaefer, C. and Sch\""uler, A. and Ringe, B. and Schmidt, F. W. and Schmoll, H. J.",,,
Gala93,article,Renal arterial stenoses: spiral {CT} angiography,"Galanski, M. and Prokop, M. and Chavan, A. and Schaefer, C. M. and Jandeleit, K. and Nischelsky, J. E.",,,
Gala93a,article,Current status of the imaging modalities in the pre- and postoperative diagnostic workup of liver transplant patients,"Galanski, M. and Chavan, A. and Prokop, M. and Schaefer, C. and Harms, J.",,,
Gala94,article,[Accuracy of {CT} angiography in the diagnosis of renal artery stenosis],"Galanski, M. and Prokop, M. and Chavan, A. and Schaefer, C. and Jandeleit, K. and Olbricht, C.",,,
Gall11b,inproceedings,Human/Robot Interface for Voice Teleoperation of a Robotic Platform,"Gallardo-Estrella, L. and Poncela, A.",,,
Gall12a,conference,Trachea Shape Analysis from Inspiration and Expiration Thoracic Computed Tomography Scans,L. Gallardo-Estrella and B. van Ginneken and O. M. Mets and P. Zanen and P. A. de Jong and C. M. Schaefer-Prokop and E. M. van Rikxoort,,,
Gall13,inproceedings,Normalization of {CT} scans reconstructed with different kernels to reduce variability in emphysema measurements,L. Gallardo-Estrella and B. van Ginneken and E. M. van Rikxoort,a9085fd32666cee3c7dd7117d4654f4e09ad4337,,"title matching: single bibkey, single ss_id"
Gall14,conference,"Relationship between Lung Function Parameters and {CT} Measurements of Emphysema, Airways, and Tracheal Collapse in Subjects with Mild {COPD","Gallardo-Estrella, L. and Pompe, E. and Mohamed Hoesein, F. A. and De Jong, P. and van Ginneken, B. and van Rikxoort, E. M. and de Koning, H. and Oudkerk, M. and Lammers, J.",,,
Gall16,article,Normalizing computed tomography data reconstructed with different filter kernels: effect on emphysema quantification,"Gallardo-Estrella, L. and Lynch, D. A. and Prokop, M. and Stinson, D. and Zach, J. and Judy, P. F. and van Ginneken, B. and van Rikxoort, E. M.",0586cbd2a31688a22dac13eafb768fa2edf56b47,,"title matching: single bibkey, single ss_id"
Gall17,article,Computed tomography quantification of tracheal abnormalities in {COPD} and their influence on airflow limitation,"Gallardo Estrella, Leticia and Pompe, Esther and Kuhnigk, Jan-Martin and Lynch, David A and Bhatt, Surya P and van Ginneken, Bram and van Rikxoort, Eva Marjolein",e15e0cd21632aa9d6643b314a4d1d1a6580f2b39,"['d1e0a041fc417d82c584191ecf5b3b536127d9e0', 'e15e0cd21632aa9d6643b314a4d1d1a6580f2b39']","title matching: single bibkey with multiple_ss_ids (['d1e0a041fc417d82c584191ecf5b3b536127d9e0', 'e15e0cd21632aa9d6643b314a4d1d1a6580f2b39']), took the first one with most citations"
Gall17a,article,Normalized emphysema scores on low dose CT: Validation as an imaging biomarker for mortality,"Gallardo-Estrella, Leticia and Pompe, Esther and de Jong, Pim A and Jacobs, Colin and van Rikxoort, Eva M and Prokop, Mathias and S\'{a}nchez, Clara I and van Ginneken, Bram",02a6b1ae18332136192bc7977c366e6340e5c62c,,"title matching: single bibkey, single ss_id"
Galp11,conference,Automatic Fissural Integrity Quantification from Chest {CT} Predicts Lobar Atelectasis in Endobronchial Treatment,M. Galperin-Aizenberg and E. M. van Rikxoort and M. S. Brown and H.J. Kim and F. Abtin and J. G. Goldin,,,
Garc06,inproceedings,Detection of hard exudates based on neural networks as a diagnostic aid in the screening for diabetic retinopathy,M. Garc\'{i}a and C. I. S\'{a}nchez and A. D\'{i}ez and M. I. L\'{o}pez and R. Hornero,,,
Garc07,inproceedings,Feature extraction and selection for the automatic detection of hard exudates in retinal images,M. Garc\'{i}a and R. Hornero and C. I. S\'{a}nchez and M. I. L\'{o}pez and A. D\'{i}ez,,,
Garc08a,inproceedings,Automatic detection of red lesions in retinal images using a multilayer perceptron neural network,M. Garc\'{i}a and C. I. S\'{a}nchez and M. I. L\'{o}pez and A. D\'{i}ez and R. Hornero,56f820f835847a8d976f67889dce8d3904d838cf,,"title matching: single bibkey, single ss_id"
Garc09,article,Detection of hard exudates in retinal images using a radial basis function classifier,M. Garc\'{i}a and C. I. S\'{a}nchez and J. Poza and M. I. L\'{o}pez and R. Hornero,8c75cf4de784901aba7d8671a1be37789073407b,,"title matching: single bibkey, single ss_id"
Garc09a,article,Neural network based detection of hard exudates in retinal images,M. Garc\'{i}a and C. I. S\'{a}nchez and M. I. L\'{o}pez and D. Ab\'{a}solo and R. Hornero,87a7e292cd3b829687b776d158feb9ba2a64c6ac,,"title matching: single bibkey, single ss_id"
Garc15,inproceedings,Comparing regional breast density using {F}ull-{F}ield {D}igital {M}ammograms and {M}agnetic {R}esonance {I}maging: A preliminary study,"Garcia, E. and Oliver, A. and Diez, Y. and Diaz O. and Georgii, J. and Gubern-M\'{e}rida, A. and Mart\'{i}, J. and Mart\'{i}, R.",,,
Garc16,inproceedings,Comparison of Four Breast Tissue Segmentation Algorithms for Multi-modal MRI to X-ray Mammography Registration,"Garc\'{i}a, E. and Oliver, A. and Diez, Y. and Diaz, O. and Gubern-M\'{e}rida, A. and Llad\'{o}, X. and Mart\'{i}, J.",,,
Gatt09,inproceedings,Toward robust myocardial blush grade estimation in contrast angiography,"Gatta, Carlo and Valencia, Juan Diego Gomez and Ciompi, Francesco and Leor, Oriol Rodriguez and Radeva, Petia",,,
Gatt10,inproceedings,Real-time gating of IVUS sequences based on motion blur analysis: method and quantitative validation,"Gatta, Carlo and Balocco, Simone and Ciompi, Francesco and Hemetsberger, Rayyan and Leor, Oriol Rodriguez and Radeva, Petia",,,
Gatt14,article,Stacked sequential scale-space {T}aylor context,"Gatta, Carlo and Ciompi, Francesco",25c32af274aa8bed2e01063cc8d71c4d1ff238f7,,"title matching: single bibkey, single ss_id"
Gees19,article,Computer aided quantification of intratumoral stroma yields an independent prognosticator in rectal cancer,"Geessink, Oscar and Baidoshvili, Alexi and Klaase, Joost and Ehteshami Bejnordi, Babak and Litjens, Geert and van Pelt, Gabi and Mesker, Wilma and Nagtegaal, Iris and Ciompi, Francesco and van der Laak, Jeroen",c7ce6b90707871b922aca4cb6a8b16625980788b,"['2d7797e69a35b5ffe021a2762ef251764562dca4', 'c7ce6b90707871b922aca4cb6a8b16625980788b']","title matching: single bibkey with multiple_ss_ids (['2d7797e69a35b5ffe021a2762ef251764562dca4', 'c7ce6b90707871b922aca4cb6a8b16625980788b']), took the first one with most citations"
Geij18,inproceedings,Automatic color unmixing of {IHC} stained whole slide images,"Geijs, D.J. and Intezar, M. and van der Laak, J.A.W.M. and Litjens, G.J.S.",8e8b923c809ab504558fd4822a7696c6e2492cfe,,"title matching: single bibkey, single ss_id"
Geij19,mastersthesis,Tumor segmentation in fluorescent TNBC immunohistochemical multiplex images using deep learning,Daan Geijs,,,
Geij21,inproceedings,End-to-end classification on basal-cell carcinoma histopathology whole-slides images,"Geijs, DJ and Pinckaers, H and Amir, AL and Litjens, GJS",4ea1f801a7d14b2bf284fef25d83bcc222c01629,,"title matching: single bibkey, single ss_id"
Geld18,article,Autoencoders for Multi-Label Prostate MR Segmentation,Ard de Gelder and Henkjan Huisman,08509a76ccc2ef61e33ca17c13733ad2397780bb,,"title matching: single bibkey, single ss_id"
Geor16,inproceedings,Simulation and Visualization to Support Breast Surgery Planning,"Georgii, J. and Paetz, T. and Harz, M. and Stoecker, C. and Rothgang, M. and Colletta, J. and Schilling, K. and Schlooz-Vries, M. and Mann, R.M. and Hahn, H. K.",,,
Gern18,article,Automatic quantification of calcifications in the coronary arteries and thoracic aorta on radiotherapy planning {CT} scans of {Western} and {Asian} breast cancer patients,"Gernaat, Sofie A. M. and van Velzen, Sanne G. M. and Koh, Vicky and Emaus, Marleen J. and I{\v{s}}gum, Ivana and Lessmann, Nikolas and Moes, Shinta and Jacobson, Anouk and Tan, Poey W. and Grobbee, Diederick E. and van den Bongard, Desiree H. J. and Tang, Johann I. and Verkooijen, Helena M.",,,
Ghaf13,inproceedings,Automatic Abstraction in Reinforcement Learning Using Ant System Algorithm,Mohsen Ghafoorian and Nasrin Taghizadeh and Hamid Beigy,,,
Ghaf15,inproceedings,Small White Matter Lesion Detection in Cerebral Small Vessel Disease,Mohsen Ghafoorian and Nico Karssemeijer and Frank Erik de Leeuw and Tom Heskes and Elena Marchiori and Bram Platel,aa66d8655463fa432fd3ce023e6ad10eec2d337a,,"title matching: single bibkey, single ss_id"
Ghaf16,inproceedings,Non-uniform patch sampling with deep convolutional neural networks for white matter hyperintensity segmentation,Mohsen Ghafoorian and Nico Karssemeijer and Tom Heskes and Inge W M van Uden and Frank-Erik de Leeuw and Elena Marchiori and Bram van Ginneken and Bram Platel,19ef79992e71a374d59f8be3feb93125fd7815d9,,"title matching: single bibkey, single ss_id"
Ghaf16a,article,Automated Detection of White Matter Hyperintensities of All Sizes in Cerebral Small Vessel Disease,Mohsen Ghafoorian and Nico Karssemeijer and Inge W M van Uden and Frank-Erik de Leeuw and Tom Heskes and Elena Marchiori and Bram Platel,ea864dd65dfd1207fde07941ceaf1bda38ba9c1b,,"title matching: single bibkey, single ss_id"
Ghaf17a,article,Deep multi-scale location-aware 3D convolutional neural networks for automated detection of lacunes of presumed vascular origin,"Ghafoorian, Mohsen and Karssemeijer, Nico and Heskes, Tom and Bergkamp, Mayra and Wissink, Joost and Obels, Jiri and Keizer, Karlijn and de Leeuw, Frank-Erik and Ginneken, Bram van and Marchiori, Elena and Platel, Bram",7f7990b0d4a5f7b356d06c7017a337b5ae3b31cf,,"title matching: single bibkey, single ss_id"
Ghaf17b,inproceedings,Transfer Learning for Domain Adaptation in {MRI}: Application in Brain Lesion Segmentation,Mohsen Ghafoorian and Alireza Mehrtash and Tina Kapur and Nico Karssemeijer and Elena Marchiori and Mehran Pesteie and Charles R. G. Guttmann and Frank-Erik de Leeuw and Clare M. Tempany and Bram van Ginneken and Andriy Fedorov and Purang Abolmaesumi and Bram Platel and William M. Wells,102a580a89b7e9d5a6d8e79864db183d6b5fb6ad,,"title matching: single bibkey, single ss_id"
Ghaf17c,article,Location Sensitive Deep Convolutional Neural Networks for Segmentation of White Matter Hyperintensities,Mohsen Ghafoorian and Nico Karssemeijer and Tom Heskes and Inge van Uden and Clara I. S\'{a}nchez and Geert Litjens and Frank-Erik de Leeuw and Bram van Ginneken and Elena Marchiori and Bram Platel,91feb0cb04d67a5c38d0a4e7c67fc7874491abc6,"['91feb0cb04d67a5c38d0a4e7c67fc7874491abc6', '925024223075dcc5b4db81f4b07eddf2cbdf4519']","title matching: single bibkey with multiple_ss_ids (['91feb0cb04d67a5c38d0a4e7c67fc7874491abc6', '925024223075dcc5b4db81f4b07eddf2cbdf4519']), took the first one with most citations"
Ghaf18,inproceedings,Student Beats the Teacher: Deep Neural Networks for Lateral Ventricles Segmentation in Brain MR,Mohsen Ghafoorian and Jonas Teuwen and Rashindra Manniesing and Frank-Erik de Leeuw and Bram van Ginneken and Nico Karssemeijer and Bram Platel,2e11acb5e60b59af637cc7faea6e390ed6a9429b,,"title matching: single bibkey, single ss_id"
Ghaf18a,phdthesis,Machine Learning for Quantification of Small Vessel Disease Imaging Biomarkers,Mohsen Ghafoorian,,,
Gibs17,article,"Designing image segmentation studies: statistical power, sample size and reference standard quality",Eli Gibson and Yipeng Hu and Henkjan Huisman and Dean Barratt,91628553dee20285dd23c7a77bcc1b9510abe0c8,,"title matching: single bibkey, single ss_id"
Gibs18,inproceedings,Inter-site variability in prostate segmentation accuracy using deep learning,Eli Gibson and Yipeng and Hu Nooshin Ghavami and Hashim U. Ahmed and Caroline Moore and Mark Emberton and Henkjan Huisman and Dean Barratt,7920c85aa097d57a787de42802120aaaf3f94ae9,,"title matching: single bibkey, single ss_id"
Giet07a,article,Monitoring of smoking-induced emphysema with {CT} in a lung cancer screening setting: detection of real increase in extent of emphysema,H. A. Gietema and A. M. Schilham and B. van Ginneken and R. J. van Klaveren and J. W. J. Lammers and M. Prokop,82a456a6d5fec100feaeeeffa1dbfc24754ccc12,,"title matching: single bibkey, single ss_id"
Giet07c,conference,Distribution of emphysema in heavy smokers: {I}mpact on extent of airflow limitation and gas exchange impairment,H. Gietema and P. Zanen and A. M. R. Schilham and B. van Ginneken and R. van Klaveren and M. Prokop,,,
Giet07d,phdthesis,Low {D}ose {C}omputed {T}omography of the {C}hest: {A}pplications and {L}imitations,H. A. Gietema,,,
Giet10,article,Distribution of emphysema in heavy smokers: impact on pulmonary function,H. A. Gietema and P. Zanen and A. Schilham and B. van Ginneken and R. J. van Klaveren and M. Prokop and J. W.J. Lammers,2262ebcd92f9597d37813d0d3d27d397260cf674,,"title matching: single bibkey, single ss_id"
Giet10a,article,Reply to {H}ochheggar et al,H. A. Gietema and P. Zanen and A. M. R. Schilham and B. van Ginneken and R. J. van Klaveren and M. Prokop and J. W. J. Lammers,93eee9d038ddbc0564db2fffd697209ba44d2f86,,"title matching: single bibkey, single ss_id"
Gige01,article,Computer-aided diagnosis in medical imaging,M. L. Giger and N. Karssemeijer and S. G. Armato,b8aaa440384a41171db801a9dfd7e0eee001fa2c,,"title matching: single bibkey, single ss_id"
Gige13,article,"Breast Image Analysis for Risk Assessment, Detection, Diagnosis, and Treatment of Cancer","Giger, Maryellen L. and Karssemeijer, Nico and Schnabel, Julia A.",7b178f081b9c64dae9141dc9d197f49934b00c58,,"title matching: single bibkey, single ss_id"
